DBMS_urnform,DBMS_common_name,upstream_repo_id,local_repo_id,repo_id_change_class,repo_link,repo_created_at,upstream_License_info,local_License_info,upstream_open_source_license,local_open_source_license,first_later_upstream_matching_month,provenance_class,provenance_evidence,in_frozen_301_candidates,in_frozen_294_seeds,source_evidence_present,scientific_role,human_review_required
siridb,SiriDB,55093657,55093657,UNCHANGED,SiriDB/siridb-server,2016-03-30T19:58:40Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
sirixdb,SirixDB,4604367,4604367,UNCHANGED,sirixdb/sirix,2012-06-09T02:22:14Z,BSD,BSD,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
sitewhere,SiteWhere,15682781,15682781,UNCHANGED,sitewhere/sitewhere,2014-01-06T19:23:58Z,Common Public Attribution License Version 1.0,Common Public Attribution License Version 1.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
skeletondb,SkeletonDB,,63439550,BLANK_TO_VALID_NUMERIC_REPO_ID,d4l3k/skeletondb,2016-07-15T17:31:03Z,MIT,MIT,Y,Y,NO_MATCH_IN_202411_202412,UNRESOLVED_PROVENANCE,"Numeric ID was already in local initial materialization 009bd98a; no source snapshot, API response, manual record, or later upstream confirmation was found.",NO,NO,NO,NON_SEED_METADATA,YES
sksql,SKSQL,416777125,416777125,UNCHANGED,alexraffy/sksql,2021-10-13T14:28:45Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
skytable,Skytable,276042304,276042304,UNCHANGED,skytable/skytable,2020-06-30T08:31:09Z,AGPL v3.0,AGPL v3.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
slatedb,SlateDB,777912773,777912773,UNCHANGED,slatedb/slatedb,2024-03-26T18:28:31Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
sled,Sled,49401416,49401416,UNCHANGED,spacejam/sled,2016-01-11T04:11:30Z,"Apache v2,MIT","Apache v2,MIT",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
sleekdb,SleekDB,129436009,129436009,UNCHANGED,rakibtg/SleekDB,2018-04-13T17:50:14Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
slumber-db,Slumber DB,18409684,18409684,UNCHANGED,RichardHightower/slumberdb,2014-04-03T16:18:34Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
smallsql,SmallSQL,151762200,151762200,UNCHANGED,CptTZ/SmallSQL,2018-10-05T18:26:35Z,LGPL v3,LGPL v3,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
sneller,Sneller,474070793,474070793,UNCHANGED,SnellerInc/sneller,2022-03-25T15:46:05Z,AGPL v3,AGPL v3,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
snowflake,Snowflake,697976,697976,UNCHANGED,twitter-archive/snowflake,2010-06-01T20:32:15Z,,,N,N,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
solr,Apache Solr,50229487,50229487,UNCHANGED,apache/lucene-solr,2016-01-23T08:00:06Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
sones-graphdb,sones GraphDB,743502,743502,UNCHANGED,sones/sones,2010-06-27T16:55:56Z,AGPL v3,AGPL v3,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
sonnerie,Sonnerie,147880351,147880351,UNCHANGED,njaard/sonnerie,2018-09-07T22:24:22Z,BSD,BSD,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
spacetimedb,SpacetimeDB,654870350,654870350,UNCHANGED,ClockworkLabs/SpacetimeDB,2023-06-17T07:28:29Z,Business Source License,Business Source License,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
spark-sql,Spark SQL,17165658,17165658,UNCHANGED,apache/spark,2014-02-25T08:00:08Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
sparksee,Sparksee,43494700,43494700,UNCHANGED,SparsityTechnologies/sparksee-server,2015-10-01T12:18:44Z,,,,,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
sparrowdb,SparrowDB,64182745,64182745,UNCHANGED,SparrowDb/sparrowdb,2016-07-26T02:19:27Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
spatialite,SpatiaLite,7171304,7171304,UNCHANGED,illarionov/SpatiaLite,2012-12-14T20:13:06Z,"MPL 1.1, GPL v2.0 or LGPL v2.1","MPL 1.1, GPL v2.0 or LGPL v2.1",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
speedb,Speedb,462329984,462329984,UNCHANGED,speedb-io/speedb,2022-02-22T14:18:31Z,Apache Version 2.0; commercial license available,Apache Version 2.0; commercial license available,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
speedy,Speedy,,-,BLANK_TO_PLACEHOLDER,-,-,,-,Y,Y,NOT_APPLICABLE,REPRESENTATION_ONLY,Blank-to-'-' conversion is not an admitted numeric identity; exact conversion event is not recorded.,NO,NO,NO,NON_SEED_METADATA,YES
sphinx,Sphinx,36992044,36992044,UNCHANGED,sphinxsearch/sphinx,2015-06-06T19:15:17Z,"GPL v2, commercial licence available","GPL v2, commercial licence available",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
spicedb,SpiceDB,396856161,396856161,UNCHANGED,authzed/spicedb,2021-08-16T15:32:09Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
splice-machine,Splice Machine,8582237,8582237,UNCHANGED,splicemachine/spliceengine,2013-03-05T15:07:56Z,AGPL v3.0; commercial license available,AGPL v3.0; commercial license available,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
splinterdb,SplinterDB,385356389,385356389,UNCHANGED,vmware/splinterdb,2021-07-12T19:10:28Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
sqlite,SQLite,176278485,176278485,UNCHANGED,sqlite/sqlite,2019-03-18T12:21:01Z,Public Domain,Public Domain,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
sqljs,SQL.JS,3556910,3556910,UNCHANGED,sql-js/sql.js,2012-02-27T03:05:49Z,,Other,Y,Y,202411,UNRESOLVED_PROVENANCE,License_info changed while open_source_license stayed unchanged; no per-row source or execution record was found.,NO,NO,NO,NON_SEED_METADATA,YES
srch2,SRCH²,,49683870,BLANK_TO_VALID_NUMERIC_REPO_ID,SRCH2/srch2-ngn,2016-01-15T00:12:16Z,Proprietary,Proprietary,Y,Y,NO_MATCH_IN_202411_202412,UNRESOLVED_PROVENANCE,"Numeric ID was already in local initial materialization 009bd98a; no source snapshot, API response, manual record, or later upstream confirmation was found.",NO,NO,NO,NON_SEED_METADATA,YES
ssdb,SSDB,7561862,7561862,UNCHANGED,ideawu/ssdb,2013-01-11T15:19:07Z,BSD,BSD,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
starrocks,StarRocks,402945349,402945349,UNCHANGED,StarRocks/StarRocks,2021-09-04T02:29:35Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
stellarsql,StellarSQL,151367139,151367139,UNCHANGED,stellarsql/StellarSQL,2018-10-03T05:53:25Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
stereodb,StereoDB,590507334,590507334,UNCHANGED,StereoDB/StereoDB,2023-01-18T15:19:57Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
stig,Stig,166429903,166429903,UNCHANGED,jssmith/stigdb,2019-01-18T15:50:36Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
stonedb,StoneDB,501460708,501460708,UNCHANGED,StoneAtom/stonedb,2022-06-09T01:10:28Z,,GNU General Public License v2.0,Y,Y,202411,UNRESOLVED_PROVENANCE,License_info changed while open_source_license stayed unchanged; no per-row source or execution record was found.,NO,NO,NO,NON_SEED_METADATA,YES
stormidb,StormiDB,852516379,852516379,UNCHANGED,goshops-com/StormiDB,2024-09-05T00:10:12Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
strabon,Strabon,31719727,31719727,UNCHANGED,esarbanis/strabon,2015-03-05T15:09:55Z,Mozilla public license,Mozilla public license,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
strixdb,StrixDB,,-,BLANK_TO_PLACEHOLDER,-,-,Proprietary,Proprietary,Y,Y,NOT_APPLICABLE,REPRESENTATION_ONLY,Blank-to-'-' conversion is not an admitted numeric identity; exact conversion event is not recorded.,NO,NO,NO,NON_SEED_METADATA,YES
strozzi-nosql,Strozzi NoSQL,,-,BLANK_TO_PLACEHOLDER,-,-,GPL v2,GPL v2,Y,Y,NOT_APPLICABLE,REPRESENTATION_ONLY,Blank-to-'-' conversion is not an admitted numeric identity; exact conversion event is not recorded.,NO,NO,NO,NON_SEED_METADATA,YES
stsdb,STSdb,31363586,31363586,UNCHANGED,STSSoft/STSdb4,2015-02-26T11:15:00Z,"GPL v2,GPL v3#dbdbio>|<dbengines#GPLv2, commercial license available","GPL v2,GPL v3#dbdbio>|<dbengines#GPLv2, commercial license available",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
summitdb,SummitDB,70629059,70629059,UNCHANGED,tidwall/summitdb,2016-10-11T19:41:51Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
surrealdb,SurrealDB,436658287,436658287,UNCHANGED,surrealdb/surrealdb,2021-12-09T15:03:29Z,Business Source License,Business Source License,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
swaydb,SwayDB,121126549,121126549,UNCHANGED,simerplaha/SwayDB,2018-02-11T13:33:26Z,AGPL v3.0,AGPL v3.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
swc-db,SWC-DB,191442206,191442206,UNCHANGED,kashirin-alex/swc-db,2019-06-11T20:11:19Z,"GPL v3,Proprietary","GPL v3,Proprietary",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
sylvadb,SylvaDB,1832551,1832551,UNCHANGED,CulturePlex/Sylva,2011-06-01T15:46:36Z,AGPL v3,AGPL v3,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
sylviejs,SylvieJS,639434928,639434928,UNCHANGED,cfu288/SylvieJS,2023-05-11T13:21:42Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
tabdb,TabDB,199466858,199466858,UNCHANGED,kkuchta/tabdb,2019-07-29T14:17:41Z,,,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
taffydb,TaffyDB,184711,184711,UNCHANGED,typicaljoe/taffydb,2009-04-24T18:10:46Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
tajo,Tajo,17971138,17971138,UNCHANGED,apache/tajo,2014-03-21T07:00:07Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
tantivy,Tantivy,49412556,49412556,UNCHANGED,quickwit-oss/tantivy,2016-01-11T08:32:16Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
tarantool,Tarantool,911980,911980,UNCHANGED,tarantool/tarantool,2010-09-15T07:59:26Z,"BSD#dbdbio>|<dbengines#BSD-2, source-available extensions (modules), commercial licenses for Tarantool Enterprise","BSD#dbdbio>|<dbengines#BSD-2, source-available extensions (modules), commercial licenses for Tarantool Enterprise",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
tayzgrid,TayzGrid,37905036,37905036,UNCHANGED,Alachisoft/TayzGrid,2015-06-23T07:53:12Z,Proprietary,Proprietary,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
tdengine,TDengine,196353673,196353673,UNCHANGED,taosdata/TDengine,2019-07-11T08:33:48Z,"AGPL v3#dbdbio>|<dbengines#AGPL V3, also commercial editions available","AGPL v3#dbdbio>|<dbengines#AGPL V3, also commercial editions available",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
tendis,Tendis,321853986,321853986,UNCHANGED,Tencent/Tendis,2020-12-16T03:12:23Z,GPL v3,GPL v3,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
tensorbase,TensorBase,285012797,285012797,UNCHANGED,tensorbase/tensorbase,2020-08-04T14:57:43Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
tera,Tera,18129915,18129915,UNCHANGED,baidu/tera,2014-03-26T07:22:05Z,BSD,BSD,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
terarkdb,TerarkDB,320459354,320459354,UNCHANGED,bytedance/terarkdb,2020-12-11T03:42:58Z,Apache v2; restricted open source version available,Apache v2; restricted open source version available,Y#dbdbio>|<dbengines#N,Y#dbdbio>|<dbengines#N,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
terminusdb,TerminusDB,198466472,198466472,UNCHANGED,terminusdb/terminusdb,2019-07-23T16:15:27Z,GPL v3,GPL v3,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
terrastore,Terrastore,32611526,32611526,UNCHANGED,AnantLabs/terrastore,2015-03-20T23:04:13Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
thinksql,ThinkSQL,3084708,3084708,UNCHANGED,ggaughan/ThinkSQL,2012-01-01T23:45:26Z,,,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
threaddb,ThreadDB,197858776,197858776,UNCHANGED,textileio/go-threads,2019-07-20T00:24:31Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
thrudb,ThruDB,,55892,BLANK_TO_VALID_NUMERIC_REPO_ID,rcrowley/thrudb,2008-09-24T05:55:41Z,BSD,BSD,Y,Y,NO_MATCH_IN_202411_202412,UNRESOLVED_PROVENANCE,"Numeric ID was already in local initial materialization 009bd98a; no source snapshot, API response, manual record, or later upstream confirmation was found.",NO,NO,NO,NON_SEED_METADATA,YES
tidb,TiDB,41986369,41986369,UNCHANGED,pingcap/tidb,2015-09-06T04:01:52Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
tiedot,tiedot,10296238,10296238,UNCHANGED,HouzuoGuo/tiedot,2013-05-26T10:03:49Z,BSD,BSD,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
tieredmemdb,TieredMemDB,,415886839,BLANK_TO_VALID_NUMERIC_REPO_ID,TieredMemDB/TieredMemDB,2021-10-11T10:59:36Z,,"BSD 3-Clause ""New"" or ""Revised"" License",Y,Y,NO_MATCH_IN_202411_202412,UNRESOLVED_PROVENANCE,"Numeric ID was already in local initial materialization 009bd98a; no source snapshot, API response, manual record, or later upstream confirmation was found.",YES,NO,NO,CANDIDATE_ONLY,YES
tigerbeetle,TigerBeetle,254418044,254418044,UNCHANGED,coilhq/tigerbeetle,2020-04-09T16:04:20Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
tigris,Tigris,449924556,449924556,UNCHANGED,tigrisdata/tigris,2022-01-20T02:16:49Z,Apache Version 2.0,Apache Version 2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
tikv,TiKV,48833910,48833910,UNCHANGED,tikv/tikv,2015-12-31T04:51:32Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
tile38,Tile38,,53171300,BLANK_TO_VALID_NUMERIC_REPO_ID,tidwall/tile38,2016-03-04T23:07:44Z,MIT,MIT,Y,Y,NO_MATCH_IN_202411_202412,UNRESOLVED_PROVENANCE,"Numeric ID was already in local initial materialization 009bd98a; no source snapshot, API response, manual record, or later upstream confirmation was found.",YES,NO,NO,CANDIDATE_ONLY,YES
tiledb,TileDB,86868560,86868560,UNCHANGED,TileDB-Inc/TileDB,2017-03-31T23:44:23Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
timbala,Timbala,71015036,71015036,UNCHANGED,mattbostock/timbala,2016-10-15T21:41:57Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
timber,TIMBER,,-,BLANK_TO_PLACEHOLDER,-,-,,-,Y,Y,NOT_APPLICABLE,REPRESENTATION_ONLY,Blank-to-'-' conversion is not an admitted numeric identity; exact conversion event is not recorded.,NO,NO,NO,NON_SEED_METADATA,YES
timescaledb,TimescaleDB,84240850,84240850,UNCHANGED,timescale/timescaledb,2017-03-07T20:03:41Z,Apache 2.0,Apache 2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
tingodb,TingoDB,9525219,9525219,UNCHANGED,sergeyksv/tingodb,2013-04-18T15:33:37Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
tinkergraph,TinkerGraph,30449481,30449481,UNCHANGED,apache/tinkerpop,2015-02-07T08:00:05Z,Apache 2.0,Apache 2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
tinybase,TinyBase,443220240,443220240,UNCHANGED,tinyplex/tinybase,2021-12-31T01:06:00Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
tinydb,TinyDB,11380094,11380094,UNCHANGED,msiemens/tinydb,2013-07-12T23:31:13Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
tinysql,tinySQL,,-,BLANK_TO_PLACEHOLDER,-,-,,-,Y,Y,NOT_APPLICABLE,REPRESENTATION_ONLY,Blank-to-'-' conversion is not an admitted numeric identity; exact conversion event is not recorded.,NO,NO,NO,NON_SEED_METADATA,YES
